trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type,fare_zscore,distance_zscore,hour,day_of_week,month,gender_encoded,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,traffic_level,traffic_level_encoded,ride_frequency,log_fare,log_distance,sqrt_duration,avg_ride_distance,avg_ride_fare,is_peak_hour,days_since_signup,ride_cancellation_rate,fare_per_km
T00011,R0191,Zone_10,13.88,88.3,172.04,Credit Card,2023-09-09,0,Meera Gupta,33.0,Other,Surat,2020-08-14,87.0,6.0,4.56,2440.0,1.54,35.4,Industrial,0.4378872466460569,1.265807617873106,0,5,9,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1,Low,5.153522781644804,2.700018029404946,9.396807968666806,0.9559770114942528,15.24735632183908,0,2185,0.06896551724137931,12.394812680115272
T00012,R0199,Zone_1,11.4,64.9,139.35,Wallet,2023-12-15,0,Aarav Das,29.0,Male,Ahmedabad,2021-08-03,344.0,27.0,3.91,4921.0,2.43,30.9,Residential,0.05555077578504781,0.7084781361213505,0,4,12,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,High,4.9441393028078915,2.517696472610991,8.056053624449133,0.24752906976744188,4.652616279069767,0,1831,0.07848837209302326,12.223684210526315
T00013,R0248,Zone_6,2.98,18.82,37.95,Wallet,2023-12-12,0,Vivaan Ghosh,18.0,Female,Chennai,2021-10-24,104.0,12.0,3.65,14627.0,0.54,37.6,Mixed,-1.1304057291187857,-1.1837453462777545,0,1,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,Low,3.6622787723167574,1.3812818192963463,4.338202392696772,0.5549999999999999,9.03519230769231,0,1749,0.11538461538461539,12.734899328859061
T00014,R0300,Zone_2,11.2,70.93,249.44,Cash,2024-08-10,1,Saanvi Iyer,38.0,Female,Kolkata,2023-07-08,291.0,7.0,3.67,6371.0,0.91,58.4,Residential,1.3431439870756106,0.6635322101736281,0,5,8,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,Medium,5.52321937087711,2.501435951739211,8.421995013059554,0.1885910652920962,3.4253264604810996,0,1127,0.024054982817869417,22.271428571428572
T00015,R0270,Zone_10,14.87,91.83,265.53,Credit Card,2023-08-24,0,Aadhya Reddy,35.0,Male,Hyderabad,2022-01-02,455.0,64.0,3.08,2440.0,1.54,35.4,Industrial,1.5313297875085754,1.4882899513143306,0,3,8,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1,High,5.585486807626805,2.7644305345383176,9.582797086446107,0.12975824175824174,2.420945054945055,0,1679,0.14065934065934066,17.856758574310692
T00016,R0216,Zone_2,7.35,63.51,145.73,Cash,2024-08-04,0,Ishaan Ghosh,44.0,Female,Chennai,2019-08-01,335.0,24.0,3.4,6371.0,0.91,58.4,Residential,0.13017012984112722,-0.2016768643200244,0,6,8,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,High,4.988594163219376,2.122261538862764,7.969316156358712,0.0884776119402985,1.4891940298507462,0,2564,0.07164179104477612,19.82721088435374
T00017,R0168,Zone_3,6.76,56.32,83.57,Cash,2023-12-03,0,Diya Das,23.0,Male,Pune,2019-10-08,471.0,74.0,4.03,12971.0,2.11,38.0,Business,-0.5968422601472584,-0.33426734586580487,0,6,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,High,4.437579593794131,2.048982334195127,7.504665215717488,0.0743524416135881,1.2087261146496815,0,2496,0.15711252653927812,12.362426035502958
T00018,R0126,Zone_6,4.65,39.61,69.81,UPI,2024-01-19,0,Diya Reddy,29.0,Female,Surat,2022-09-25,411.0,20.0,3.65,14627.0,0.54,37.6,Mixed,-0.7577767917791789,-0.8084468646142741,0,4,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,High,4.260000233663683,1.7316555451583497,6.293647591023825,0.08686131386861315,1.009537712895377,0,1413,0.04866180048661801,15.01290322580645
T00019,R0255,Zone_1,7.93,62.56,100.85,Credit Card,2023-05-26,0,Reyansh Sharma,37.0,Female,Bengaluru,2021-07-06,475.0,42.0,3.12,4921.0,2.43,30.9,Residential,-0.3947384297257766,-0.07133367907162998,0,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,High,4.623501142672815,2.189416394888408,7.909487973314076,0.15162105263157893,2.6573052631578946,0,1859,0.08842105263157894,12.717528373266077
T00020,R0061,Zone_2,11.43,81.48,227.77,UPI,2023-06-19,0,Meera Reddy,25.0,Male,Mumbai,2020-08-20,168.0,25.0,3.69,6371.0,0.91,58.4,Residential,1.089695491402375,0.7152200250135087,0,0,6,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,Low,5.432717132027692,2.5201129055226197,9.026627277117406,0.20517857142857143,3.5520238095238095,0,2179,0.1488095238095238,19.92738407699038
T00021,R0289,Zone_4,3.91,32.07,79.0,Cash,2024-08-15,1,Aarav Gupta,21.0,Other,Chennai,2021-09-30,322.0,14.0,4.17,4038.0,2.46,48.2,Business,-0.6502921736325691,-0.9747467906208462,0,3,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,4.382026634673881,1.5912739418064292,5.6630380539071075,0.2053726708074534,3.8337888198757764,0,1773,0.043478260869565216,20.204603580562658
T00022,R0112,Zone_10,1.27,9.05,17.63,Credit Card,2024-03-28,0,Meera Nair,41.0,Female,Delhi,2020-11-13,311.0,11.0,3.24,2440.0,1.54,35.4,Industrial,-1.3680648630403431,-1.5680330131307796,0,3,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1,Medium,2.924773184613497,0.8197798314933114,3.0083217912982647,0.28787781350482317,3.6986173633440513,0,2094,0.03536977491961415,13.881889763779526
T00023,R0153,Zone_3,6.12,47.77,118.69,UPI,2024-02-26,0,Aadhya Ghosh,20.0,Male,Mumbai,2020-05-04,76.0,14.0,4.54,12971.0,2.11,38.0,Business,-0.18608493813322832,-0.4780943088985159,0,0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,4.784905066885279,1.9629077254238845,6.911584478250989,0.3794736842105263,6.065131578947368,0,2287,0.18421052631578946,19.393790849673202
T00024,R0214,Zone_3,1.1,10.71,13.4,Cash,2023-01-10,0,Aarav Kumar,20.0,Female,Kolkata,2022-09-14,210.0,2.0,4.53,12971.0,2.11,38.0,Business,-1.4175381965289349,-1.6062370501863434,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,2.667228206581955,0.7419373447293773,3.2726136343907144,0.1940952380952381,3.2461428571428574,0,1424,0.009523809523809525,12.181818181818182
T00025,R0272,Zone_2,10.62,56.33,170.34,UPI,2023-01-15,0,Kavya Ghosh,21.0,Male,Kolkata,2020-01-15,432.0,4.0,4.79,6371.0,0.91,58.4,Residential,0.41800434666246217,0.5331890249252336,0,6,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,High,5.143649886535898,2.4527277514237653,7.505331438384317,0.09326388888888888,1.6012962962962962,0,2397,0.009259259259259259,16.039548022598872
T00026,R0045,Zone_3,5.87,48.76,86.71,Credit Card,2024-02-14,0,Saanvi Iyer,34.0,Other,Ahmedabad,2023-07-12,100.0,16.0,4.88,12971.0,2.11,38.0,Business,-0.5601173742952067,-0.5342767163331686,0,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,4.47403591796329,1.927164106234258,6.982836100038436,0.8753,15.298499999999999,0,1123,0.16,14.771720613287902
T00027,R0096,Zone_9,0.78,5.31,10.51,UPI,2023-01-12,0,Reyansh Das,40.0,Female,Kolkata,2019-12-28,121.0,3.0,4.46,11037.0,1.83,56.1,Mixed,-1.451339126501046,-1.6781505317026988,0,3,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,High,2,Low,2.4432162227337915,0.5766133643039938,2.3043437243605824,0.2265289256198347,2.933471074380165,0,2415,0.024793388429752067,13.474358974358974
T00028,R0191,Zone_1,6.26,58.43,134.46,UPI,2023-05-14,1,Meera Gupta,33.0,Other,Surat,2020-08-14,87.0,6.0,4.56,4921.0,2.43,30.9,Residential,-0.001641801226586614,-0.4466321607351104,0,6,5,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,4.908676393786758,1.9823798288367047,7.643951857514541,0.9559770114942528,15.24735632183908,0,2185,0.06896551724137931,21.479233226837064
T00029,R0197,Zone_6,7.04,42.69,72.84,Credit Card,2024-06-13,0,Saanvi Das,29.0,Female,Bengaluru,2020-10-08,475.0,87.0,3.87,14627.0,0.54,37.6,Mixed,-0.722338446514301,-0.27134304953899374,0,3,6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,High,4.301900590194597,2.0844290831908747,6.5337584895678535,0.14964210526315788,2.048421052631579,0,2130,0.1831578947368421,10.34659090909091
T00030,R0284,Zone_1,10.25,88.43,216.17,Cash,2024-03-15,1,Vivaan Das,28.0,Female,Surat,2019-07-31,135.0,19.0,4.95,4921.0,2.43,30.9,Residential,0.9540239385731395,0.4500390619219477,0,4,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,5.38068045697316,2.4203681286504293,9.403722667114339,0.45118518518518513,7.306148148148148,0,2565,0.14074074074074075,21.089756097560976
T00031,R0251,Zone_1,7.27,44.39,170.59,Credit Card,2023-04-08,1,Vivaan Iyer,46.0,Female,Mumbai,2020-01-13,213.0,26.0,4.48,4921.0,2.43,30.9,Residential,0.4209283025424026,-0.2196552346991133,0,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,5.14510791029753,2.1126345090356,6.662582082045969,0.18032863849765257,3.5801877934272297,0,2399,0.12206572769953052,23.46492434662999
T00032,R0228,Zone_5,17.34,154.38,192.42,UPI,2023-11-30,0,Kavya Ghosh,21.0,Female,Pune,2020-05-18,10.0,0.0,4.84,2590.0,1.31,43.9,Business,0.6762481299787997,2.0433721367687,0,3,11,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1,Low,5.264863990288817,2.9090844668283187,12.424974849069113,3.844,67.522,0,2273,0.0,11.096885813148788
T00033,R0083,Zone_10,5.41,34.07,133.62,Cash,2024-04-19,1,Kavya Patel,45.0,Female,Mumbai,2021-12-31,475.0,39.0,4.4,2440.0,1.54,35.4,Industrial,-0.011466292983186459,-0.6376523460129297,0,4,4,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1,High,4.902455994582567,1.8578592709325787,5.836951259004995,0.19498947368421055,2.9796421052631583,0,1681,0.08210526315789474,24.69870609981516
T00034,R0105,Zone_8,7.69,72.38,65.12,UPI,2024-06-21,0,Diya Das,31.0,Female,Jaipur,2020-09-28,346.0,9.0,3.69,4516.0,1.93,31.0,Business,-0.812630204086861,-0.12526879020889647,0,4,6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,High,2,High,4.191471272952824,2.162172939277301,8.50764362206128,0.27514450867052026,3.7604624277456646,0,2140,0.02601156069364162,8.46814044213264
T00035,R0221,Zone_4,7.49,44.42,65.75,Credit Card,2023-08-15,0,Diya Patel,21.0,Female,Delhi,2021-01-13,106.0,1.0,4.41,4038.0,2.46,48.2,Business,-0.8052618352694113,-0.17021471615661873,0,1,8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,4.200954297280359,2.138889000323256,6.664833081180653,0.5540566037735849,8.615943396226415,0,2033,0.009433962264150943,8.778371161548732
T00036,R0081,Zone_1,6.59,49.9,125.55,Credit Card,2023-07-29,0,Diya Reddy,42.0,Other,Mumbai,2022-01-31,114.0,2.0,3.9,4921.0,2.43,30.9,Residential,-0.10585158878766325,-0.3724713829213687,0,5,7,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,4.840637486991133,2.0268315914075385,7.063993204979744,0.46421052631578946,7.123421052631579,0,1650,0.017543859649122806,19.051593323216995
T00037,R0067,Zone_10,8.71,57.85,106.26,Cash,2024-06-07,0,Saanvi Iyer,32.0,Male,Pune,2022-07-24,348.0,9.0,3.38,2440.0,1.54,35.4,Industrial,-0.33146402448386586,0.1039554321244869,0,4,6,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1,High,4.675255793554779,2.2731562823032334,7.605918747922567,0.32491379310344826,5.3069252873563215,0,1476,0.02586206896551724,12.199770378874856
T00038,R0026,Zone_1,10.71,65.12,172.96,Cash,2023-10-27,0,Aarav Kumar,26.0,Female,Surat,2020-04-17,44.0,5.0,3.17,4921.0,2.43,30.9,Residential,0.4486474042842378,0.553414691601709,0,4,10,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,5.158825387729438,2.460443177609626,8.069696400732806,1.8020454545454547,22.11795454545455,0,2304,0.11363636363636363,16.14939309056956
T00039,R0077,Zone_5,14.7,144.74,322.96,Wallet,2024-03-07,1,Reyansh Das,28.0,Male,Mumbai,2019-09-07,406.0,72.0,3.79,2590.0,1.31,43.9,Business,2.2030209322484886,1.4500859142587668,0,3,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,1,High,5.780620051380789,2.7536607123542622,12.030793822520607,0.3617241379310345,5.7729556650246305,0,2527,0.17733990147783252,21.970068027210885
T00040,R0110,Zone_9,0.15,1.26,3.27,UPI,2024-08-15,1,Vivaan Patel,19.0,Female,Kolkata,2023-02-04,224.0,28.0,4.43,11037.0,1.83,56.1,Mixed,-1.5592915775884464,-1.8197301984380236,0,3,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,High,2,Medium,1.451613827240533,0.1397619423751587,1.1224972160321824,0.26571428571428574,4.226249999999999,0,1281,0.125,21.8
T00041,R0056,Zone_1,5.45,34.13,108.87,Cash,2024-02-24,0,Meera Patel,40.0,Other,Hyderabad,2021-02-26,93.0,13.0,3.25,4921.0,2.43,30.9,Residential,-0.3009379250972879,-0.6286631608233852,0,5,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,4.699297848712789,1.864080130807681,5.842088667591412,0.7120430107526882,9.976236559139785,0,1989,0.13978494623655913,19.976146788990825
T00042,R0120,Zone_4,5.76,45.5,57.73,Credit Card,2024-02-25,0,Ishaan Gupta,18.0,Other,Surat,2020-07-12,311.0,15.0,4.55,4038.0,2.46,48.2,Business,-0.8990623398979001,-0.558996975604416,0,6,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,4.072950669534428,1.9110228900548727,6.745368781616021,0.21929260450160773,3.260289389067524,0,2218,0.04823151125401929,10.022569444444445
T00043,R0178,Zone_2,12.69,71.08,174.11,Cash,2023-08-07,0,Saanvi Ghosh,27.0,Male,Delhi,2021-05-15,56.0,7.0,3.13,6371.0,0.91,58.4,Residential,0.4620976013319638,0.9983793584841585,0,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,Low,5.165414347883809,2.6166656393003573,8.430895563343197,1.1296428571428572,18.581071428571427,0,1911,0.125,13.720252167060679
T00044,R0164,Zone_3,6.22,35.17,149.59,UPI,2024-04-02,1,Aadhya Ghosh,37.0,Other,Ahmedabad,2022-07-06,249.0,23.0,4.02,12971.0,2.11,38.0,Business,0.17531600862740745,-0.45562134592465486,0,1,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,5.0145609120987285,1.9768549529047348,5.930430001273095,0.40273092369477914,7.062208835341366,0,1494,0.09236947791164658,24.04983922829582
T00045,R0221,Zone_9,1.48,7.57,22.98,Credit Card,2024-07-11,0,Diya Patel,21.0,Female,Delhi,2021-01-13,106.0,1.0,4.41,11037.0,1.83,56.1,Mixed,-1.305492207209618,-1.520839790885671,0,3,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,High,2,Low,3.177220149599368,0.9082585601768908,2.751363298439521,0.5540566037735849,8.615943396226415,0,2033,0.009433962264150943,15.527027027027028
T00046,R0247,Zone_2,8.44,82.23,70.49,Cash,2023-08-13,0,Aadhya Das,37.0,Male,Bengaluru,2021-05-11,249.0,47.0,4.92,6371.0,0.91,58.4,Residential,-0.749823631785741,0.04327843209506161,0,6,8,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,Medium,4.26955757977876,2.244955980157409,9.068075870878012,0.5360642570281124,9.507791164658634,0,1915,0.18875502008032127,8.351895734597155
T00047,R0207,Zone_1,7.83,61.12,158.67,Cash,2023-09-03,1,Ishaan Iyer,31.0,Male,Mumbai,2023-12-06,47.0,3.0,3.93,4921.0,2.43,30.9,Residential,0.28151408618684326,-0.093806642045491,0,6,9,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Low,5.07310918535161,2.178155014615869,7.8179281142768255,1.3504255319148937,26.20127659574468,0,976,0.06382978723404255,20.26436781609195
T00048,R0077,Zone_10,8.9,76.5,91.12,Wallet,2023-08-03,0,Reyansh Das,28.0,Male,Mumbai,2019-09-07,406.0,72.0,3.79,2440.0,1.54,35.4,Industrial,-0.5085387925730576,0.14665406177482287,0,3,8,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,1,High,4.523092074952484,2.2925347571405443,8.74642784226795,0.3617241379310345,5.7729556650246305,0,2527,0.17733990147783252,10.238202247191012
T00049,R0115,Zone_6,2.8,27.94,33.7,UPI,2024-08-08,0,Aarav Ghosh,40.0,Female,Bengaluru,2020-03-01,170.0,15.0,4.4,14627.0,0.54,37.6,Mixed,-1.180112979077773,-1.2241966796307047,0,3,8,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,0,Medium,3.5467396869528134,1.33500106673234,5.285830114561004,0.49105882352941177,8.388058823529413,0,2351,0.08823529411764706,12.035714285714288
T00050,R0010,Zone_3,16.6,90.94,193.05,Cash,2023-03-20,0,Vivaan Gupta,25.0,Female,Surat,2023-05-14,173.0,1.0,3.38,12971.0,2.11,38.0,Business,0.6836164987962499,1.877072210762128,0,0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,5.268115857814915,2.8678989020441064,9.536246641105713,0.49277456647398843,6.962485549132948,0,1182,0.005780346820809248,11.629518072289157
T00051,R0230,Zone_3,6.38,47.94,95.38,Wallet,2023-07-18,0,Kavya Gupta,32.0,Male,Chennai,2022-11-22,183.0,23.0,3.65,12971.0,2.11,38.0,Business,-0.45871458437887297,-0.4196646051664771,0,1,7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,4.5682987112121864,1.998773638612381,6.923871749245504,0.32054644808743166,4.962950819672131,0,1355,0.12568306010928962,14.949843260188088
T00052,R0032,Zone_1,7.06,36.36,101.01,UPI,2024-05-24,0,Kavya Reddy,18.0,Female,Mumbai,2023-09-20,213.0,24.0,4.0,4921.0,2.43,30.9,Residential,-0.3928670979626146,-0.2668484569442216,0,4,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,2,Medium,4.625070847694428,2.0869135565185366,6.029925372672534,0.3107511737089202,6.473192488262911,0,1053,0.11267605633802817,14.307365439093486
